throughput_mbps,congestion_ratio,packet_loss_percent,latency_ms,jitter_ms,line_down
79.92,0.7992,3.66,19.71,2.77,0
62.95,0.6295,2.14,6.47,2.59,0
75.73,0.7573,2.29,23.18,3.17,0
40.59,0.4059,4.99,26.93,3.24,0
55.49,0.5549,5.04,8.45,1.4,0
57.15,0.5715,4.7,36.94,4.45,0
67.24,0.6724,5.48,21.8,3.1,0
56.66,0.5666,8.02,13.87,2.64,0
25.15,0.2515,3.27,7.39,0.8,0
74.57,0.7457,8.82,37.65,5.45,0
46.74,0.4674,5.36,15.54,2.28,0
42.21,0.4221,6.5,32.5,5.0,0
36.36,0.3636,6.61,45.16,4.67,0
68.74,0.6874,6.78,29.92,3.33,0
31.26,0.3126,5.3,32.21,3.46,0
61.95,0.6195,2.56,22.39,3.57,0
39.56,0.3956,3.77,28.41,3.15,0
27.22,0.2722,0.63,30.93,3.7,0
24.21,0.2421,6.33,21.41,3.14,0
65.5,0.655,7.09,15.75,2.36,0
20.15,0.2015,1.83,15.71,2.31,0
77.51,0.7751,2.38,19.52,2.43,0
70.49,0.7049,3.94,8.76,2.37,0
29.11,0.2911,8.61,24.97,3.99,0
32.84,0.3284,6.43,30.65,4.24,0
76.16,0.7616,5.49,21.96,3.92,0
17.18,0.1718,8.97,14.88,1.63,0
65.03,0.6503,2.39,12.05,2.01,0
37.58,0.3758,6.53,26.3,3.57,0
64.13,0.6413,4.77,15.39,2.57,0
65.55,0.6555,6.43,26.28,2.87,0
21.24,0.2124,6.8,15.91,2.21,0
21.37,0.2137,3.34,25.39,2.75,0
69.42,0.6942,6.55,16.96,1.84,0
34.51,0.3451,7.04,29.43,3.59,0
26.79,0.2679,4.67,25.06,2.72,0
52.55,0.5255,5.56,36.02,4.66,0
23.15,0.2315,6.72,12.45,1.67,0
98.81,0.9881,1.32,24.3,2.57,0
42.18,0.4218,5.39,32.99,4.3,0
60.56,0.6056,4.18,8.67,2.75,0
25.7,0.257,10.55,42.04,5.71,0
79.73,0.7973,2.24,4.57,1.04,0
19.81,0.1981,11.26,21.32,3.76,0
29.91,0.2991,7.41,31.61,3.52,0
35.96,0.3596,6.18,17.31,1.86,0
69.91,0.6991,4.71,36.96,5.44,0
68.73,0.6873,3.16,26.45,3.43,0
79.24,0.7924,4.42,23.03,2.76,0
41.18,0.4118,4.97,9.83,2.82,0
34.06,0.3406,9.42,36.16,4.47,0
41.16,0.4116,7.21,15.39,2.84,0
18.83,0.1883,5.83,29.99,3.21,0
38.36,0.3836,2.88,34.69,4.01,0
42.92,0.4292,9.71,36.46,5.26,0
68.59,0.6859,6.9,34.0,4.09,0
22.63,0.2263,6.32,24.29,2.64,0
39.79,0.3979,3.97,28.15,4.69,0
67.84,0.6784,3.95,22.75,2.52,0
67.17,0.6717,7.56,23.97,3.35,0
74.78,0.7478,8.07,13.66,2.25,0
24.27,0.2427,8.93,18.03,2.34,0
45.47,0.4547,10.39,37.79,4.22,0
38.54,0.3854,4.11,39.14,5.21,0
50.13,0.5013,7.08,16.8,1.79,0
32.83,0.3283,2.45,12.16,1.6,0
50.32,0.5032,10.53,18.2,3.37,0
41.15,0.4115,6.82,22.1,2.87,0
73.44,0.7344,6.76,34.73,4.06,0
63.16,0.6316,5.8,32.45,4.55,0
19.66,0.1966,0.9,4.19,1.89,0
56.27,0.5627,2.31,8.75,1.96,0
47.98,0.4798,8.8,38.89,4.17,0
65.39,0.6539,1.55,5.69,0.58,0
46.55,0.4655,2.98,35.69,4.81,0
41.22,0.4122,9.11,31.48,4.21,0
28.31,0.2831,8.58,34.14,3.81,0
29.44,0.2944,3.79,28.33,3.18,0
74.01,0.7401,5.85,15.15,2.4,0
39.98,0.3998,5.05,26.05,3.79,0
64.56,0.6456,8.64,29.87,4.03,0
76.61,0.7661,2.84,17.86,2.93,0
77.33,0.7733,4.83,10.78,1.74,0
67.7,0.677,8.59,32.92,3.41,0
79.25,0.7925,5.44,17.87,1.92,0
56.14,0.5614,2.76,26.29,3.77,0
29.92,0.2992,6.36,18.13,2.85,0
13.9,0.139,13.65,31.21,3.37,0
58.58,0.5858,4.47,8.61,2.59,0
36.82,0.3682,5.24,17.16,3.58,0
54.44,0.5444,8.57,17.55,3.66,0
57.61,0.5761,4.32,13.03,2.72,0
69.08,0.6908,4.89,8.29,0.91,0
38.2,0.382,7.77,39.96,5.22,0
26.93,0.2693,2.46,9.0,1.87,0
20.74,0.2074,1.14,25.02,2.51,0
55.95,0.5595,8.28,44.65,5.69,0
50.02,0.5002,4.58,17.22,2.42,0
57.47,0.5747,3.58,16.0,2.88,0
65.0,0.65,8.32,21.17,3.79,0
20.59,0.2059,5.03,30.12,3.23,0
44.01,0.4401,5.04,17.92,2.82,0
59.4,0.594,9.43,42.45,5.33,0
53.41,0.5341,3.65,4.43,0.76,0
79.64,0.7964,3.44,6.36,2.07,0
44.19,0.4419,11.82,45.68,4.78,0
68.34,0.6834,10.39,33.36,3.48,0
47.11,0.4711,2.89,17.07,3.36,0
61.82,0.6182,4.67,34.15,4.58,0
19.52,0.1952,5.39,23.33,2.54,0
50.98,0.5098,9.97,43.48,5.9,0
76.83,0.7683,5.18,12.02,2.42,0
51.71,0.5171,6.25,18.53,2.15,0
40.44,0.4044,5.29,29.19,3.54,0
68.88,0.6888,11.57,21.29,3.87,0
78.27,0.7827,6.58,30.95,4.38,0
37.91,0.3791,6.43,33.31,5.18,0
25.28,0.2528,6.71,36.35,5.6,0
28.43,0.2843,8.47,23.32,3.25,0
25.31,0.2531,7.55,41.69,5.85,0
18.93,0.1893,4.73,8.88,1.09,0
71.14,0.7114,6.16,29.69,3.69,0
55.43,0.5543,7.39,12.58,1.8,0
75.4,0.754,7.9,17.42,1.82,0
27.24,0.2724,5.42,2.48,0.68,0
18.77,0.1877,1.33,13.15,2.36,0
57.71,0.5771,4.29,17.41,2.8,0
41.55,0.4155,12.56,28.06,3.76,0
20.86,0.2086,3.46,23.84,3.65,0
41.11,0.4111,9.25,15.76,1.59,0
59.72,0.5972,0.82,26.55,4.63,0
35.15,0.3515,7.19,24.67,3.1,0
55.2,0.552,6.6,35.22,5.15,0
29.95,0.2995,9.7,45.03,4.74,0
44.9,0.449,7.0,11.43,2.27,0
22.46,0.2246,11.67,45.05,5.1,0
50.34,0.5034,6.84,38.88,5.67,0
77.67,0.7767,4.63,25.81,3.86,0
17.36,0.1736,4.57,17.79,2.65,0
98.28,0.9828,2.32,29.68,3.64,0
41.34,0.4134,5.6,31.09,4.49,0
79.8,0.798,7.44,7.74,1.66,0
62.65,0.6265,8.58,37.35,4.88,0
75.71,0.7571,10.86,39.33,5.32,0
20.2,0.202,6.78,30.32,3.2,0
68.87,0.6887,6.37,33.02,3.9,0
36.03,0.3603,6.12,35.11,3.75,0
17.53,0.1753,7.62,23.93,3.71,0
33.4,0.334,2.87,32.05,3.74,0
31.14,0.3114,8.99,13.16,1.89,0
38.62,0.3862,5.84,29.32,3.54,0
36.99,0.3699,12.83,32.07,4.02,0
14.2,0.142,6.87,34.36,3.58,0
63.64,0.6364,5.71,30.55,3.07,0
34.94,0.3494,3.73,14.17,1.64,0
43.96,0.4396,4.35,31.8,4.67,0
44.9,0.449,3.4,17.51,3.45,0
34.64,0.3464,7.56,39.82,4.36,0
68.12,0.6812,2.63,19.18,3.44,0
54.94,0.5494,2.12,15.04,2.97,0
19.92,0.1992,4.86,30.01,4.15,0
40.21,0.4021,6.28,35.36,4.44,0
22.74,0.2274,5.52,31.84,3.78,0
76.4,0.764,6.97,24.17,2.65,0
35.33,0.3533,4.61,12.87,2.99,0
35.33,0.3533,10.9,25.18,3.95,0
35.66,0.3566,5.12,24.81,4.21,0
81.24,0.8124,3.96,8.94,1.37,0
69.33,0.6933,4.58,25.3,3.17,0
72.78,0.7278,7.39,22.89,3.89,0
42.32,0.4232,5.74,38.79,4.44,0
70.95,0.7095,1.14,29.75,4.22,0
81.03,0.8103,5.6,34.66,5.39,0
68.22,0.6822,2.94,23.99,2.51,0
39.74,0.3974,9.16,25.78,3.93,0
24.45,0.2445,4.95,13.21,1.87,0
64.94,0.6494,7.99,41.16,4.23,0
42.01,0.4201,3.04,24.47,4.0,0
61.33,0.6133,9.64,40.11,4.53,0
19.51,0.1951,5.57,13.83,1.99,0
59.22,0.5922,9.23,22.49,3.27,0
68.09,0.6809,2.22,30.0,3.76,0
70.32,0.7032,6.35,37.53,5.14,0
21.54,0.2154,10.74,19.52,3.25,0
90.96,0.9096,3.17,10.91,2.67,0
19.66,0.1966,2.75,26.38,2.78,0
50.48,0.5048,13.68,49.91,5.45,0
66.15,0.6615,5.79,27.52,3.5,0
55.68,0.5568,2.82,14.89,1.78,0
20.73,0.2073,10.06,40.46,4.69,0
73.97,0.7397,6.79,26.01,2.62,0
53.05,0.5305,7.54,42.8,5.91,0
62.89,0.6289,9.83,25.43,2.97,0
16.21,0.1621,13.28,52.56,6.75,1
71.79,0.7179,5.51,30.55,3.53,0
39.61,0.3961,9.0,18.23,1.92,0
83.79,0.8379,5.16,13.55,1.78,0
27.53,0.2753,0.89,9.69,2.22,0
25.57,0.2557,8.43,40.96,6.0,0
26.48,0.2648,7.8,19.22,3.01,0
65.83,0.6583,8.65,19.14,2.49,0
35.59,0.3559,3.84,30.89,4.63,0
21.03,0.2103,5.52,22.33,3.88,0
61.71,0.6171,8.81,27.4,3.86,0
27.58,0.2758,1.87,10.76,1.67,0
48.47,0.4847,4.33,13.72,2.12,0
28.05,0.2805,6.44,29.79,4.87,0
33.38,0.3338,8.58,31.0,3.62,0
55.54,0.5554,5.75,13.51,2.26,0
27.81,0.2781,5.63,23.03,3.57,0
52.79,0.5279,10.49,36.35,5.45,0
41.29,0.4129,6.52,25.43,3.46,0
63.97,0.6397,7.66,22.73,2.87,0
90.61,0.9061,6.87,13.6,1.84,0
49.86,0.4986,6.18,38.18,4.48,0
34.17,0.3417,11.43,45.26,4.88,0
81.82,0.8182,2.1,9.14,1.07,0
39.31,0.3931,4.56,24.07,4.16,0
51.35,0.5135,8.98,35.54,5.04,0
28.93,0.2893,6.06,28.4,3.38,0
33.05,0.3305,10.54,44.87,5.08,0
65.39,0.6539,5.18,30.79,4.23,0
70.86,0.7086,5.76,11.69,1.77,0
71.27,0.7127,6.16,23.35,3.73,0
43.67,0.4367,5.42,17.32,2.7,0
20.69,0.2069,2.26,14.95,2.12,0
55.71,0.5571,3.0,13.29,1.44,0
68.49,0.6849,4.64,15.74,1.91,0
45.59,0.4559,6.14,11.33,2.49,0
19.19,0.1919,3.96,30.18,4.73,0
52.72,0.5272,6.62,11.16,3.02,0
49.61,0.4961,7.1,15.46,2.76,0
46.68,0.4668,6.93,30.1,3.2,0
25.98,0.2598,5.07,28.62,3.07,0
58.61,0.5861,2.95,32.31,4.51,0
47.68,0.4768,1.78,16.74,2.68,0
19.33,0.1933,6.65,29.45,3.09,0
36.21,0.3621,4.21,18.7,2.4,0
20.68,0.2068,8.32,17.51,3.31,0
64.71,0.6471,4.75,19.97,2.67,0
48.85,0.4885,5.27,29.62,4.6,0
35.01,0.3501,6.96,31.05,4.06,0
48.0,0.48,4.64,22.67,3.3,0
49.77,0.4977,1.11,1.92,1.01,0
57.55,0.5755,6.14,15.05,2.59,0
66.98,0.6698,4.35,18.41,3.17,0
50.9,0.509,5.28,19.22,2.19,0
36.99,0.3699,7.56,27.36,3.84,0
89.23,0.8923,1.91,13.95,3.28,0
60.59,0.6059,4.71,29.6,4.67,0
77.66,0.7766,9.11,40.73,4.61,0
77.16,0.7716,8.44,36.97,4.14,0
25.43,0.2543,5.4,33.3,4.81,0
18.97,0.1897,7.37,14.65,2.5,0
80.02,0.8002,6.35,11.3,2.38,0
27.4,0.274,3.2,6.65,1.85,0
61.68,0.6168,5.07,1.5,2.14,0
59.3,0.593,8.06,21.17,2.2,0
16.78,0.1678,8.5,23.94,3.61,0
17.78,0.1778,9.31,16.04,2.52,0
73.77,0.7377,8.58,22.6,2.35,0
73.63,0.7363,5.25,15.78,2.82,0
57.31,0.5731,3.62,7.31,1.77,0
51.97,0.5197,10.58,44.24,5.85,0
22.14,0.2214,5.66,25.23,3.47,0
22.28,0.2228,1.69,25.66,3.36,0
52.28,0.5228,4.3,30.21,3.64,0
45.86,0.4586,10.79,22.76,2.73,0
41.29,0.4129,10.2,22.17,2.95,0
65.31,0.6531,6.43,23.89,3.02,0
60.52,0.6052,3.68,32.07,3.88,0
27.48,0.2748,8.78,25.5,3.46,0
75.17,0.7517,10.28,38.77,4.37,0
32.17,0.3217,6.41,35.09,3.51,0
61.25,0.6125,6.98,27.31,3.43,0
33.05,0.3305,8.18,39.11,4.25,0
18.9,0.189,1.3,9.24,2.41,0
31.21,0.3121,13.16,40.12,4.91,0
76.85,0.7685,8.56,13.17,3.31,0
66.33,0.6633,9.06,36.36,3.91,0
32.58,0.3258,9.87,38.63,4.21,0
75.92,0.7592,3.17,19.06,2.26,0
64.13,0.6413,4.8,29.91,4.14,0
74.9,0.749,4.07,30.98,4.17,0
53.42,0.5342,5.51,30.45,3.71,0
27.89,0.2789,3.9,34.3,4.25,0
17.44,0.1744,6.21,29.03,4.79,0
60.59,0.6059,3.19,13.36,2.91,0
31.98,0.3198,4.77,9.02,1.48,0
24.45,0.2445,10.52,34.63,3.67,0
82.85,0.8285,5.09,28.86,3.17,0
33.87,0.3387,12.94,37.29,4.04,0
55.34,0.5534,5.5,14.02,2.82,0
77.5,0.775,7.3,43.35,4.41,0
68.64,0.6864,8.79,28.46,3.36,0
34.6,0.346,6.34,27.1,4.04,0
39.01,0.3901,9.5,44.94,6.44,0
46.75,0.4675,9.84,40.18,5.12,0
67.63,0.6763,4.28,7.04,2.51,0
32.2,0.322,3.98,9.1,1.12,0
39.69,0.3969,7.34,29.57,3.15,0
33.41,0.3341,7.41,15.51,3.47,0
44.41,0.4441,9.19,38.92,4.33,0
32.1,0.321,12.27,45.07,5.45,1
54.2,0.542,1.41,28.3,2.94,0
40.84,0.4084,7.34,20.32,3.52,0
75.57,0.7557,9.48,26.3,4.21,0
24.94,0.2494,19.82,42.82,5.79,1
22.29,0.2229,4.48,14.62,3.36,0
70.0,0.7,5.21,17.73,3.15,0
51.1,0.511,4.41,13.13,2.45,0
21.2,0.212,7.8,33.45,5.32,0
58.22,0.5822,3.3,30.86,4.77,0
38.0,0.38,7.9,32.89,4.43,0
74.41,0.7441,8.35,18.65,3.32,0
21.18,0.2118,4.21,27.38,3.9,0
87.02,0.8702,3.48,24.56,3.85,0
24.12,0.2412,7.22,38.89,4.11,0
72.55,0.7255,5.64,29.29,3.98,0
29.93,0.2993,3.97,34.67,5.38,0
77.71,0.7771,6.71,16.42,2.87,0
45.42,0.4542,7.14,29.02,4.43,0
50.46,0.5046,6.84,27.2,2.78,0
34.74,0.3474,7.79,40.28,4.14,0
77.77,0.7777,6.15,7.51,1.53,0
83.5,0.835,4.55,26.44,3.68,0
73.72,0.7372,5.04,11.16,2.99,0
50.49,0.5049,7.13,29.81,4.18,0
94.06,0.9406,4.66,21.65,2.43,0
19.19,0.1919,10.84,29.81,4.46,0
20.48,0.2048,9.51,14.51,3.09,0
60.18,0.6018,7.02,16.82,2.24,0
65.63,0.6563,4.95,23.27,3.31,0
19.06,0.1906,7.6,16.92,2.78,0
55.94,0.5594,3.45,34.6,4.67,0
59.46,0.5946,5.7,38.84,5.06,0
19.73,0.1973,7.23,21.92,2.88,0
25.15,0.2515,8.36,25.34,3.65,0
62.92,0.6292,5.45,18.52,2.32,0
17.64,0.1764,7.91,12.47,1.75,0
38.37,0.3837,4.14,17.03,2.59,0
70.19,0.7019,6.39,14.65,2.6,0
65.03,0.6503,4.09,15.11,2.41,0
19.34,0.1934,6.34,23.72,3.76,0
43.03,0.4303,13.66,49.85,5.08,1
66.84,0.6684,8.57,33.21,4.15,0
28.97,0.2897,2.21,20.7,3.93,0
51.27,0.5127,2.4,30.12,3.76,0
15.52,0.1552,2.92,28.69,3.38,0
62.95,0.6295,7.34,14.1,3.14,0
24.92,0.2492,3.21,14.48,2.13,0
48.28,0.4828,6.73,33.79,4.41,0
20.23,0.2023,6.31,14.31,2.23,0
24.06,0.2406,4.71,23.5,2.61,0
33.15,0.3315,4.59,31.01,4.35,0
59.05,0.5905,10.17,30.35,4.52,0
18.79,0.1879,4.47,11.38,1.54,0
18.96,0.1896,2.39,24.85,2.71,0
79.51,0.7951,4.23,31.23,3.35,0
68.29,0.6829,8.86,18.73,3.26,0
60.9,0.609,7.08,19.91,3.89,0
25.23,0.2523,5.31,39.24,4.7,0
54.44,0.5444,6.08,16.91,3.56,0
71.1,0.711,2.74,10.93,1.61,0
53.58,0.5358,6.54,11.53,2.41,0
22.46,0.2246,6.02,25.45,3.59,0
71.13,0.7113,4.28,34.73,4.93,0
45.06,0.4506,10.43,34.32,4.67,0
38.18,0.3818,6.5,34.52,4.12,0
36.06,0.3606,5.28,34.75,4.09,0
80.16,0.8016,4.57,22.4,2.41,0
52.85,0.5285,6.4,17.36,2.15,0
47.55,0.4755,7.29,26.19,3.42,0
31.42,0.3142,2.76,22.03,3.45,0
38.04,0.3804,7.84,19.16,2.0,0
22.96,0.2296,9.87,47.83,6.55,0
45.15,0.4515,4.03,15.53,2.19,0
67.38,0.6738,2.57,19.77,2.17,0
35.9,0.359,2.54,9.9,2.95,0
41.9,0.419,6.37,30.92,3.1,0
75.82,0.7582,9.44,14.56,1.95,0
32.61,0.3261,8.03,20.08,3.01,0
21.38,0.2138,5.34,8.23,1.26,0
42.06,0.4206,4.35,15.85,2.71,0
44.95,0.4495,11.82,47.95,5.86,0
61.78,0.6178,3.64,22.37,3.91,0
50.81,0.5081,8.98,30.29,3.59,0
71.2,0.712,9.49,41.6,4.42,0
37.07,0.3707,7.87,24.58,4.19,0
30.81,0.3081,9.61,32.59,3.44,0
23.69,0.2369,5.69,27.52,3.16,0
67.89,0.6789,5.98,20.78,3.92,0
50.09,0.5009,8.41,19.78,2.24,0
34.69,0.3469,6.18,22.5,3.97,0
67.65,0.6765,7.23,41.55,5.84,0
65.02,0.6502,2.89,23.29,4.23,0
34.75,0.3475,9.21,28.48,4.49,0
75.13,0.7513,10.59,33.81,4.88,0
44.01,0.4401,7.71,27.74,4.02,0
16.62,0.1662,5.97,35.8,4.62,0
44.99,0.4499,4.31,5.03,1.66,0
18.29,0.1829,7.26,19.9,2.86,0
84.03,0.8403,3.67,26.75,2.75,0
53.68,0.5368,3.13,36.66,4.07,0
37.77,0.3777,2.84,19.79,2.96,0
64.97,0.6497,5.88,14.4,2.68,0
59.17,0.5917,7.74,39.06,4.36,0
67.62,0.6762,3.83,26.72,3.2,0
38.63,0.3863,2.49,16.67,2.69,0
61.76,0.6176,8.93,38.81,5.79,0
80.12,0.8012,5.31,30.85,3.56,0
56.65,0.5665,6.74,18.33,3.06,0
22.95,0.2295,5.33,35.39,5.45,0
55.78,0.5578,11.17,42.13,4.56,1
53.13,0.5313,4.36,30.1,3.18,0
68.5,0.685,1.32,29.68,3.93,0
68.74,0.6874,7.06,9.88,1.51,0
21.12,0.2112,8.05,28.2,4.74,0
52.46,0.5246,3.79,15.61,3.36,0
40.42,0.4042,6.98,19.69,2.18,0
76.18,0.7618,7.34,18.62,2.71,0
75.14,0.7514,7.67,26.45,3.44,0
24.77,0.2477,8.04,33.89,4.24,0
49.78,0.4978,6.18,34.22,3.57,0
31.35,0.3135,2.42,25.19,4.12,0
61.35,0.6135,1.54,19.19,3.1,0
46.14,0.4614,7.62,45.64,4.65,0
33.02,0.3302,4.91,16.17,2.23,0
24.73,0.2473,8.81,16.83,3.16,0
45.22,0.4522,5.05,11.8,1.35,0
81.57,0.8157,5.8,26.21,4.0,0
20.49,0.2049,3.74,16.8,3.46,0
24.67,0.2467,9.73,34.8,5.28,0
47.11,0.4711,10.09,28.73,4.75,0
70.4,0.704,7.15,12.3,2.38,0
73.38,0.7338,1.03,1.63,1.74,0
32.27,0.3227,5.81,35.15,3.81,0
38.68,0.3868,4.44,18.36,3.48,0
36.6,0.366,4.16,6.49,0.94,0
80.15,0.8015,3.26,18.96,2.97,0
60.82,0.6082,8.27,21.16,3.96,0
42.61,0.4261,8.06,25.2,4.07,0
34.76,0.3476,1.04,14.51,1.46,0
55.44,0.5544,3.8,10.59,1.67,0
74.42,0.7442,3.26,30.82,4.02,0
52.78,0.5278,6.37,25.44,3.17,0
26.73,0.2673,13.22,38.16,4.49,0
82.91,0.8291,7.46,21.75,3.99,0
30.09,0.3009,5.23,23.16,3.85,0
18.57,0.1857,8.94,38.73,5.22,0
79.24,0.7924,5.89,21.06,3.26,0
46.83,0.4683,13.65,32.39,4.38,1
87.85,0.8785,5.59,18.41,2.48,0
44.47,0.4447,6.52,22.07,2.42,0
21.78,0.2178,7.2,34.38,5.2,0
50.01,0.5001,3.24,21.63,2.48,0
63.8,0.638,4.9,14.61,3.39,0
33.82,0.3382,13.52,46.43,4.98,1
34.23,0.3423,7.02,20.86,3.01,0
65.19,0.6519,11.49,30.46,4.67,0
25.38,0.2538,7.74,43.87,6.09,0
71.33,0.7133,7.2,26.21,2.7,0
26.0,0.26,6.89,31.57,3.6,0
69.35,0.6935,4.41,10.54,2.88,0
64.03,0.6403,4.05,28.09,4.67,0
49.71,0.4971,6.39,20.45,3.94,0
31.99,0.3199,13.26,24.74,3.47,0
77.1,0.771,4.79,7.52,2.26,0
35.2,0.352,11.27,17.26,2.81,0
17.61,0.1761,3.52,10.92,1.29,0
35.79,0.3579,7.93,20.0,3.61,0
76.79,0.7679,4.54,7.72,1.52,0
83.75,0.8375,5.59,15.38,2.56,0
59.44,0.5944,6.28,20.78,3.02,0
28.29,0.2829,5.27,26.52,3.01,0
49.61,0.4961,6.71,37.69,4.51,0
63.76,0.6376,8.33,28.39,3.51,0
50.11,0.5011,6.23,26.25,3.65,0
29.05,0.2905,5.46,22.49,3.26,0
27.52,0.2752,9.4,34.46,4.86,0
53.63,0.5363,11.11,28.31,3.47,0
41.54,0.4154,8.71,38.85,4.01,0
17.09,0.1709,7.78,28.89,3.29,0
21.7,0.217,4.56,11.46,2.88,0
32.71,0.3271,7.87,18.18,3.42,0
20.23,0.2023,1.47,4.26,2.35,0
36.74,0.3674,12.04,49.3,6.9,0
19.5,0.195,5.18,18.56,3.22,0
43.78,0.4378,6.26,23.02,2.8,0
29.66,0.2966,5.46,6.09,2.42,0
50.4,0.504,6.7,26.21,4.18,0
20.36,0.2036,6.49,31.37,3.61,0
56.59,0.5659,2.45,35.26,4.78,0
48.04,0.4804,7.93,29.63,4.8,0
54.55,0.5455,7.04,13.33,2.06,0
46.32,0.4632,8.9,31.3,4.29,0
16.13,0.1613,3.56,14.23,1.96,0
71.38,0.7138,3.25,29.49,4.9,0
32.31,0.3231,3.48,21.79,3.88,0
81.12,0.8112,6.38,19.35,3.42,0
46.64,0.4664,7.74,46.58,4.99,0
46.77,0.4677,4.99,20.66,3.8,0
35.86,0.3586,12.58,40.51,5.8,0
72.76,0.7276,9.41,13.82,2.89,0
43.51,0.4351,2.4,21.46,3.93,0
24.55,0.2455,6.72,28.5,4.13,0
83.79,0.8379,8.64,33.1,3.71,0
52.92,0.5292,4.43,34.13,5.05,0
80.69,0.8069,2.3,20.3,3.07,0
19.09,0.1909,8.3,29.86,4.57,0
39.63,0.3963,4.97,22.72,3.44,0
32.09,0.3209,3.59,20.85,2.57,0
36.5,0.365,8.16,28.4,2.94,0
77.87,0.7787,6.82,24.8,4.14,0
49.2,0.492,2.45,25.49,4.15,0
50.08,0.5008,7.95,17.18,2.56,0
61.64,0.6164,6.82,34.69,4.3,0
70.53,0.7053,6.39,22.38,3.06,0
35.17,0.3517,4.46,30.59,4.97,0
17.37,0.1737,2.84,17.5,2.15,0
56.37,0.5637,6.08,42.33,5.41,0
57.62,0.5762,5.82,35.48,5.49,0
78.53,0.7853,3.06,16.22,3.56,0
49.81,0.4981,3.11,12.4,1.33,0
65.02,0.6502,6.36,24.62,2.58,0
38.37,0.3837,15.23,63.0,7.73,1
20.75,0.2075,4.43,15.66,3.41,0
43.87,0.4387,5.97,6.98,1.68,0
23.66,0.2366,3.8,4.72,0.49,0
73.14,0.7314,7.87,39.52,4.31,0
64.57,0.6457,4.99,41.35,5.08,0
27.42,0.2742,6.89,30.46,4.01,0
37.99,0.3799,7.37,21.58,3.91,0
42.53,0.4253,0.81,3.73,0.71,0
47.81,0.4781,3.32,32.87,4.05,0
22.56,0.2256,3.8,30.25,5.0,0
41.3,0.413,4.01,7.08,2.1,0
56.85,0.5685,9.14,39.29,5.9,0
40.25,0.4025,6.95,8.18,1.23,0
69.14,0.6914,5.11,21.2,3.25,0
49.98,0.4998,7.69,23.28,3.62,0
42.37,0.4237,6.91,30.58,3.74,0
56.11,0.5611,5.0,21.65,3.41,0
70.19,0.7019,9.93,33.93,4.69,0
41.26,0.4126,4.9,30.68,4.35,0
34.26,0.3426,6.22,41.0,4.31,0
77.32,0.7732,3.49,33.35,4.07,0
78.72,0.7872,8.93,34.68,4.05,0
21.32,0.2132,3.89,17.31,2.58,0
80.37,0.8037,5.38,10.14,2.54,0
19.89,0.1989,8.54,49.66,6.49,0
40.12,0.4012,0.2,29.26,4.19,0
79.35,0.7935,4.45,35.73,4.05,0
19.15,0.1915,5.28,6.14,2.01,0
89.4,0.894,4.23,27.11,4.14,0
29.66,0.2966,5.77,41.92,5.85,0
42.48,0.4248,7.65,38.37,4.54,0
40.07,0.4007,7.45,27.56,4.41,0
24.68,0.2468,6.52,33.45,4.31,0
29.12,0.2912,4.83,25.01,3.02,0
56.01,0.5601,7.04,26.88,3.37,0
28.72,0.2872,4.31,14.51,2.37,0
31.29,0.3129,4.3,32.6,4.56,0
64.53,0.6453,6.05,25.85,3.09,0
62.78,0.6278,9.25,40.79,5.71,0
72.59,0.7259,4.59,24.55,3.17,0
17.66,0.1766,5.93,40.22,4.84,0
76.24,0.7624,8.94,25.6,4.23,0
94.59,0.9459,4.48,11.11,1.73,0
28.85,0.2885,4.22,35.94,4.54,0
19.6,0.196,3.63,3.03,2.05,0
28.48,0.2848,6.06,33.46,4.91,0
43.74,0.4374,6.76,28.46,4.43,0
28.61,0.2861,4.92,24.0,2.7,0
89.91,0.8991,5.11,5.66,2.45,0
30.7,0.307,8.3,49.83,6.79,0
20.99,0.2099,7.81,31.15,4.8,0
44.48,0.4448,5.16,11.67,1.68,0
30.69,0.3069,7.32,7.75,1.75,0
81.34,0.8134,3.31,21.71,3.43,0
53.02,0.5302,3.56,28.65,3.18,0
64.48,0.6448,7.62,43.95,4.88,0
20.06,0.2006,5.12,28.24,4.21,0
47.99,0.4799,4.39,27.03,3.76,0
63.36,0.6336,1.88,3.2,1.48,0
70.04,0.7004,9.28,30.08,4.19,0
49.28,0.4928,7.21,30.93,3.7,0
72.23,0.7223,0.74,9.78,1.81,0
42.26,0.4226,4.3,20.78,2.45,0
79.24,0.7924,6.19,8.55,1.44,0
53.16,0.5316,8.87,25.57,3.08,0
22.35,0.2235,7.39,34.25,4.86,0
74.5,0.745,4.1,4.02,0.89,0
42.64,0.4264,4.52,30.84,4.03,0
81.37,0.8137,5.43,10.01,1.74,0
31.22,0.3122,7.61,29.94,4.13,0
28.42,0.2842,1.31,23.43,2.41,0
57.91,0.5791,6.15,32.26,3.78,0
41.75,0.4175,4.4,32.36,4.83,0
43.1,0.431,6.26,7.97,2.1,0
50.02,0.5002,7.14,35.87,3.87,0
43.07,0.4307,6.6,27.89,3.55,0
64.95,0.6495,8.3,20.1,3.28,0
52.75,0.5275,10.71,31.67,4.53,0
49.83,0.4983,5.44,16.62,3.64,0
52.53,0.5253,5.12,15.15,2.42,0
49.54,0.4954,12.7,27.48,4.36,0
76.24,0.7624,4.38,17.91,1.97,0
79.62,0.7962,3.8,7.44,1.1,0
